# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.6524   0.6120   0.1972   Upper   A0 ^ -> Y v    g131262
0.7159   0.6120   0.2169   Upper   A0 ^ -> Y v    g131258
0.0078   0.0168   0.2158   Lower   B0 v -> Y ^    g75646__2802
0.0103   0.0168   0.2150   Lower   A0 v -> Y ^    g75646__2802
0.8067   0.6120   0.3653   Upper   A v -> Y ^    g132318
0.0072   0.0168   0.6238   Lower   B0 v -> Y ^    g75620__6131
0.0086   0.0168   0.6209   Lower   A0 v -> Y ^    g75620__6131
0.0083   0.0168   0.5977   Lower   B0 v -> Y ^    g75623__7482
0.0079   0.0168   0.5949   Lower   A0 v -> Y ^    g75623__7482
0.0060   0.0168   0.4650   Lower   B0 v -> Y ^    g75621__1881
0.0089   0.0168   0.4627   Lower   A0 v -> Y ^    g75621__1881
0.0091   0.0168   0.6024   Lower   B0 v -> Y ^    g75622__5115
0.0077   0.0168   0.5995   Lower   A0 v -> Y ^    g75622__5115
0.0063   0.0168   0.1906   Lower   A0 v -> Y ^    g75626__9315
0.0068   0.0168   0.1738   Lower   B0 v -> Y ^    g75648__5122
0.0114   0.0168   0.1715   Lower   A0 v -> Y ^    g75648__5122
0.0065   0.0168   0.2156   Lower   B0 v -> Y ^    g75644__3680
0.0100   0.0168   0.2128   Lower   A0 v -> Y ^    g75644__3680
0.6149   0.6120   0.1887   Upper   A v -> Y ^    g133212
0.6980   0.6120   0.2244   Upper   S0 ^ -> Y v    g133570
0.6149   0.6120   0.1863   Upper   A v -> Y ^    g133303
0.6983   0.6120   0.2200   Upper   S0 ^ -> Y v    g133607
0.6149   0.6120   0.1929   Upper   A v -> Y ^    g133187
0.6981   0.6120   0.2314   Upper   S0 ^ -> Y v    g133596
0.6149   0.6120   0.1907   Upper   A v -> Y ^    g133186
0.6983   0.6120   0.2195   Upper   S0 ^ -> Y v    g133564
0.6149   0.6120   0.2001   Upper   A v -> Y ^    g133219
0.6706   0.6120   0.2923   Upper   C0 ^ -> Y v    g130191__6783
0.6706   0.6120   0.2628   Upper   C0 ^ -> Y v    g130207__2883
0.6706   0.6120   0.2609   Upper   C0 ^ -> Y v    g130208__2346
0.6706   0.6120   0.2422   Upper   C0 ^ -> Y v    g130187__6260
0.6706   0.6120   0.2584   Upper   C0 ^ -> Y v    g130197__8246
0.6706   0.6120   0.2847   Upper   C0 ^ -> Y v    g130185__2398
0.6706   0.6120   0.2572   Upper   C0 ^ -> Y v    g130180__2346
0.6706   0.6120   0.2464   Upper   C0 ^ -> Y v    g130179__2883
0.6706   0.6120   0.2526   Upper   C0 ^ -> Y v    g130195__1705
0.6705   0.6120   0.2119   Upper   B1 ^ -> Y v    g130688
0.6705   0.6120   0.2088   Upper   B1 ^ -> Y v    g130702
0.6706   0.6120   0.2232   Upper   B1 ^ -> Y v    g130489
0.6705   0.6120   0.2405   Upper   B1 ^ -> Y v    g130548
0.6706   0.6120   0.2271   Upper   B1 ^ -> Y v    g130716
0.6705   0.6120   0.2142   Upper   B1 ^ -> Y v    g130534
0.6705   0.6120   0.2441   Upper   B1 ^ -> Y v    g130674
0.6706   0.6120   0.2158   Upper   B1 ^ -> Y v    g130461
0.6706   0.6120   0.2344   Upper   B1 ^ -> Y v    g130518
0.6706   0.6120   0.2490   Upper   B1 ^ -> Y v    g130758
0.6706   0.6120   0.2365   Upper   B1 ^ -> Y v    g130646
0.6706   0.6120   0.2584   Upper   B1 ^ -> Y v    g130576
0.6706   0.6120   0.2285   Upper   B1 ^ -> Y v    g130632
0.6706   0.6120   0.2681   Upper   B1 ^ -> Y v    g130475
0.6706   0.6120   0.2444   Upper   B0 ^ -> Y v    g130433
0.6706   0.6120   0.2649   Upper   B1 ^ -> Y v    g130660
0.6706   0.6120   0.2187   Upper   B0 ^ -> Y v    g130391__2802
0.6706   0.6120   0.2771   Upper   B1 ^ -> Y v    g130604
0.6706   0.6120   0.2204   Upper   B0 ^ -> Y v    g130405__2346
0.6706   0.6120   0.2543   Upper   B1 ^ -> Y v    g130618
0.6706   0.6120   0.2897   Upper   B0 ^ -> Y v    g130377__2346
0.6706   0.6120   0.2135   Upper   B0 ^ -> Y v    g130363__2802
0.6706   0.6120   0.2422   Upper   B0 ^ -> Y v    g130321__2346
0.0085   0.0168   0.1826   Lower   B0 v -> Y ^    g75645__1617
0.0110   0.0168   0.1824   Lower   A0 v -> Y ^    g75645__1617
0.6860   0.6120   0.2372   Upper   A v -> Y ^    g75629
0.6984   0.6120   0.2282   Upper   S0 ^ -> Y v    g133597
0.6983   0.6120   0.2266   Upper   S0 ^ -> Y v    g133619
0.6984   0.6120   0.2204   Upper   S0 ^ -> Y v    g133589
0.8067   0.6120   0.2303   Upper   A v -> Y ^    g132309
0.8067   0.6120   0.2251   Upper   A v -> Y ^    g132308
0.8067   0.6120   0.2268   Upper   A v -> Y ^    g132323
0.6149   0.6120   0.1970   Upper   A v -> Y ^    g133201
0.6980   0.6120   0.2244   Upper   S0 ^ -> Y v    g133621
0.6980   0.6120   0.2445   Upper   S0 ^ -> Y v    g133567
0.6982   0.6120   0.2284   Upper   S0 ^ -> Y v    g133608
0.6149   0.6120   0.1896   Upper   A v -> Y ^    g133216
0.6149   0.6120   0.1939   Upper   A v -> Y ^    g133214
0.6980   0.6120   0.2368   Upper   S0 ^ -> Y v    g133599
0.6149   0.6120   0.1913   Upper   A v -> Y ^    g133215
0.6654   0.6120   0.3065   Upper   B1 ^ -> Y v    g130190__5526
0.6652   0.6120   0.3356   Upper   B1 ^ -> Y v    g130206__9945
0.6653   0.6120   0.3321   Upper   B1 ^ -> Y v    g130204__6161
0.6653   0.6120   0.3191   Upper   B1 ^ -> Y v    g130194__2802
0.6653   0.6120   0.3274   Upper   B1 ^ -> Y v    g130205__9315
0.6653   0.6120   0.3314   Upper   B1 ^ -> Y v    g130193__1617
0.6653   0.6120   0.3273   Upper   B1 ^ -> Y v    g130200__1881
0.6653   0.6120   0.3198   Upper   B1 ^ -> Y v    g130192__3680
0.6653   0.6120   0.3104   Upper   B1 ^ -> Y v    g130201__5115
0.6653   0.6120   0.3312   Upper   B1 ^ -> Y v    g130188__4319
0.6653   0.6120   0.3501   Upper   B1 ^ -> Y v    g130202__7482
0.6652   0.6120   0.3444   Upper   B1 ^ -> Y v    g130209__1666
0.6653   0.6120   0.3165   Upper   B1 ^ -> Y v    g130199__6131
0.6653   0.6120   0.3007   Upper   B1 ^ -> Y v    g130198__7098
0.6652   0.6120   0.3512   Upper   B1 ^ -> Y v    g130189__8428
0.6652   0.6120   0.3223   Upper   B1 ^ -> Y v    g130186__5107
0.6653   0.6120   0.3047   Upper   B1 ^ -> Y v    g130183__6417
0.6653   0.6120   0.3084   Upper   B1 ^ -> Y v    g130184__5477
0.6653   0.6120   0.3156   Upper   B1 ^ -> Y v    g130181__1666
0.6653   0.6120   0.3286   Upper   B1 ^ -> Y v    g130178__9945
0.6653   0.6120   0.3317   Upper   B1 ^ -> Y v    g130182__7410
0.6495   0.6120   0.2466   Upper   A1 ^ -> Y v    g130512
0.6495   0.6120   0.2421   Upper   A1 ^ -> Y v    g130484
0.6495   0.6120   0.2387   Upper   A0 ^ -> Y v    g130456
0.6495   0.6120   0.2190   Upper   A0 ^ -> Y v    g130400__4733
0.6495   0.6120   0.2666   Upper   A0 ^ -> Y v    g130380__6417
0.6495   0.6120   0.2440   Upper   A0 ^ -> Y v    g130344__4733
0.6495   0.6120   0.2455   Upper   A0 ^ -> Y v    g130708
0.6495   0.6120   0.2494   Upper   A0 ^ -> Y v    g130666
0.6495   0.6120   0.2279   Upper   A0 ^ -> Y v    g130497
0.6495   0.6120   0.2455   Upper   A0 ^ -> Y v    g130523
0.6495   0.6120   0.2677   Upper   A0 ^ -> Y v    g130439
0.6495   0.6120   0.2186   Upper   A0 ^ -> Y v    g130369__1881
0.6653   0.6120   0.3513   Upper   B1 ^ -> Y v    g130203__4733
0.6653   0.6120   0.3411   Upper   B1 ^ -> Y v    g130196__5122
0.6495   0.6120   0.2324   Upper   A1 ^ -> Y v    g130725
0.6495   0.6120   0.2438   Upper   A1 ^ -> Y v    g130697
0.6495   0.6120   0.2288   Upper   A1 ^ -> Y v    g130470
0.6495   0.6120   0.2286   Upper   A1 ^ -> Y v    g130764
0.6495   0.6120   0.2358   Upper   A1 ^ -> Y v    g130734
0.6495   0.6120   0.2641   Upper   A1 ^ -> Y v    g130599
0.6495   0.6120   0.2574   Upper   A1 ^ -> Y v    g130557
0.6495   0.6120   0.2492   Upper   A1 ^ -> Y v    g130612
0.6495   0.6120   0.2690   Upper   A1 ^ -> Y v    g130626
0.6495   0.6120   0.2555   Upper   A1 ^ -> Y v    g130571
0.6495   0.6120   0.2310   Upper   A0 ^ -> Y v    g130428__4733
0.6495   0.6120   0.2633   Upper   A0 ^ -> Y v    g130414__8428
0.6495   0.6120   0.2592   Upper   A1 ^ -> Y v    g130641
0.6495   0.6120   0.2580   Upper   A1 ^ -> Y v    g130752
0.6495   0.6120   0.2553   Upper   A1 ^ -> Y v    g130585
0.6495   0.6120   0.2683   Upper   A1 ^ -> Y v    g130654
0.6495   0.6120   0.2316   Upper   A0 ^ -> Y v    g130358__8428
0.6495   0.6120   0.2290   Upper   A1 ^ -> Y v    g130684
0.6495   0.6120   0.2495   Upper   A0 ^ -> Y v    g130330__8428
0.6495   0.6120   0.2324   Upper   A1 ^ -> Y v    g130543
0.8130   0.6120   0.3291   Upper   A0 v -> Y ^    g132829
0.8067   0.6120   0.3098   Upper   A v -> Y ^    g75632__1666
0.6652   0.6120   0.2622   Upper   A1 ^ -> Y v    g130745
0.6652   0.6120   0.2742   Upper   A1 ^ -> Y v    g130731
0.6653   0.6120   0.2393   Upper   A1 ^ -> Y v    g130591
0.6653   0.6120   0.2279   Upper   A1 ^ -> Y v    g130563
0.6654   0.6120   0.2327   Upper   A1 ^ -> Y v    g130504
0.6653   0.6120   0.2222   Upper   A0 ^ -> Y v    g130449
0.6652   0.6120   0.2241   Upper   A0 ^ -> Y v    g130419__2802
0.6653   0.6120   0.2281   Upper   A0 ^ -> Y v    g130350__1666
0.6653   0.6120   0.2427   Upper   A0 ^ -> Y v    g130336__1705
0.6426   0.6120   0.2589   Upper   B1 ^ -> Y v    g131153
0.6426   0.6120   0.2460   Upper   B1 ^ -> Y v    g131138
0.6428   0.6120   0.2528   Upper   B1 ^ -> Y v    g131082
0.6428   0.6120   0.3216   Upper   B1 ^ -> Y v    g131068
0.6428   0.6120   0.2411   Upper   B1 ^ -> Y v    g131039
0.6428   0.6120   0.2862   Upper   B1 ^ -> Y v    g131027
0.6428   0.6120   0.2637   Upper   B1 ^ -> Y v    g130981
0.6427   0.6120   0.2381   Upper   B1 ^ -> Y v    g130938
0.6427   0.6120   0.2688   Upper   B1 ^ -> Y v    g130923
0.6427   0.6120   0.2371   Upper   B1 ^ -> Y v    g130894
0.6425   0.6120   0.3046   Upper   B1 ^ -> Y v    g130879
0.6425   0.6120   0.2688   Upper   B1 ^ -> Y v    g130851
0.6424   0.6120   0.3035   Upper   B1 ^ -> Y v    g130793
0.6142   0.6120   0.2375   Upper   B1 ^ -> Y v    g131176
0.6244   0.6120   0.2616   Upper   A1 ^ -> Y v    g131176
0.6142   0.6120   0.2670   Upper   B1 ^ -> Y v    g131166
0.6246   0.6120   0.2895   Upper   A1 ^ -> Y v    g131166
0.6142   0.6120   0.2280   Upper   B1 ^ -> Y v    g131140
0.6246   0.6120   0.2532   Upper   A1 ^ -> Y v    g131140
0.6142   0.6120   0.2476   Upper   B1 ^ -> Y v    g131136
0.6244   0.6120   0.2711   Upper   A1 ^ -> Y v    g131136
0.6142   0.6120   0.2369   Upper   B1 ^ -> Y v    g131120
0.6244   0.6120   0.2610   Upper   A1 ^ -> Y v    g131120
0.6142   0.6120   0.2231   Upper   B1 ^ -> Y v    g131107
0.6244   0.6120   0.2488   Upper   A1 ^ -> Y v    g131107
0.6141   0.6120   0.2982   Upper   B1 ^ -> Y v    g131081
0.6246   0.6120   0.3195   Upper   A1 ^ -> Y v    g131081
0.6141   0.6120   0.2948   Upper   B1 ^ -> Y v    g131066
0.6246   0.6120   0.3163   Upper   A1 ^ -> Y v    g131066
0.6141   0.6120   0.3541   Upper   B1 ^ -> Y v    g131052
0.6246   0.6120   0.3738   Upper   A1 ^ -> Y v    g131052
0.6141   0.6120   0.2315   Upper   B1 ^ -> Y v    g131037
0.6246   0.6120   0.2562   Upper   A1 ^ -> Y v    g131037
0.6141   0.6120   0.2494   Upper   B1 ^ -> Y v    g131018
0.6246   0.6120   0.2729   Upper   A1 ^ -> Y v    g131018
0.6141   0.6120   0.3087   Upper   B1 ^ -> Y v    g131008
0.6246   0.6120   0.3296   Upper   A1 ^ -> Y v    g131008
0.6141   0.6120   0.3022   Upper   B1 ^ -> Y v    g130993
0.6246   0.6120   0.3234   Upper   A1 ^ -> Y v    g130993
0.6141   0.6120   0.2571   Upper   B1 ^ -> Y v    g130978
0.6246   0.6120   0.2801   Upper   A1 ^ -> Y v    g130978
0.6142   0.6120   0.2409   Upper   B1 ^ -> Y v    g130964
0.6244   0.6120   0.2648   Upper   A1 ^ -> Y v    g130964
0.6142   0.6120   0.2817   Upper   B1 ^ -> Y v    g130950
0.6246   0.6120   0.3036   Upper   A1 ^ -> Y v    g130950
0.6142   0.6120   0.2814   Upper   B1 ^ -> Y v    g130936
0.6246   0.6120   0.3033   Upper   A1 ^ -> Y v    g130936
0.6141   0.6120   0.3036   Upper   B1 ^ -> Y v    g130921
0.6246   0.6120   0.3247   Upper   A1 ^ -> Y v    g130921
0.6142   0.6120   0.2841   Upper   B1 ^ -> Y v    g130907
0.6246   0.6120   0.3059   Upper   A1 ^ -> Y v    g130907
0.6142   0.6120   0.2483   Upper   B1 ^ -> Y v    g130885
0.6245   0.6120   0.2718   Upper   A1 ^ -> Y v    g130885
0.6142   0.6120   0.2406   Upper   B1 ^ -> Y v    g130872
0.6244   0.6120   0.2644   Upper   A1 ^ -> Y v    g130872
0.6142   0.6120   0.2951   Upper   B1 ^ -> Y v    g130860
0.6245   0.6120   0.3165   Upper   A1 ^ -> Y v    g130860
0.6142   0.6120   0.2777   Upper   B1 ^ -> Y v    g130848
0.6245   0.6120   0.2997   Upper   A1 ^ -> Y v    g130848
0.6142   0.6120   0.2247   Upper   B1 ^ -> Y v    g130830
0.6244   0.6120   0.2502   Upper   A1 ^ -> Y v    g130830
0.6142   0.6120   0.2419   Upper   B1 ^ -> Y v    g130818
0.6245   0.6120   0.2657   Upper   A1 ^ -> Y v    g130818
0.6142   0.6120   0.2608   Upper   B1 ^ -> Y v    g130805
0.6245   0.6120   0.2836   Upper   A1 ^ -> Y v    g130805
0.6141   0.6120   0.2997   Upper   B1 ^ -> Y v    g130791
0.6246   0.6120   0.3210   Upper   A1 ^ -> Y v    g130791
0.7013   0.6120   0.2798   Upper   B0 ^ -> Y v    g130307__2802
0.7013   0.6120   0.3116   Upper   B0 ^ -> Y v    g130308__1705
0.7012   0.6120   0.3602   Upper   B0 ^ -> Y v    g130788
0.6943   0.6120   0.3781   Upper   A0 ^ -> Y v    g130788
0.7013   0.6120   0.3204   Upper   B0 ^ -> Y v    g130780
0.6943   0.6120   0.3387   Upper   A0 ^ -> Y v    g130780
0.7013   0.6120   0.2707   Upper   B0 ^ -> Y v    g130782
0.6943   0.6120   0.2892   Upper   A0 ^ -> Y v    g130782
0.8023   0.6120   0.3728   Upper   B1 v -> Y ^    g130786
0.7014   0.6120   0.2885   Upper   B0 ^ -> Y v    g130786
0.6942   0.6120   0.3070   Upper   A0 ^ -> Y v    g130786
0.7013   0.6120   0.2748   Upper   B0 ^ -> Y v    g130309__5122
0.7012   0.6120   0.3738   Upper   B0 ^ -> Y v    g130789
0.6943   0.6120   0.3913   Upper   A0 ^ -> Y v    g130789
0.7013   0.6120   0.2867   Upper   B0 ^ -> Y v    g130319__9945
0.7013   0.6120   0.2610   Upper   B0 ^ -> Y v    g130781
0.6943   0.6120   0.2795   Upper   A0 ^ -> Y v    g130781
0.6422   0.6120   0.3103   Upper   B1 ^ -> Y v    g130318__9315
0.7014   0.6120   0.2768   Upper   B0 ^ -> Y v    g130318__9315
0.7013   0.6120   0.3033   Upper   B0 ^ -> Y v    g130320__2883
0.7013   0.6120   0.4453   Upper   B0 ^ -> Y v    g130778
0.6943   0.6120   0.4630   Upper   A0 ^ -> Y v    g130778
0.7013   0.6120   0.2888   Upper   B0 ^ -> Y v    g130777
0.6943   0.6120   0.3074   Upper   A0 ^ -> Y v    g130777
0.7013   0.6120   0.2789   Upper   B0 ^ -> Y v    g130310__8246
0.7014   0.6120   0.3058   Upper   B0 ^ -> Y v    g130311__7098
0.7014   0.6120   0.2916   Upper   B0 ^ -> Y v    g130315__7482
0.8361   0.6120   0.3914   Upper   B1 v -> Y ^    g130314__5115
0.7014   0.6120   0.2966   Upper   B0 ^ -> Y v    g130314__5115
0.8298   0.6120   0.3714   Upper   B1 v -> Y ^    g130316__4733
0.7014   0.6120   0.2848   Upper   B0 ^ -> Y v    g130316__4733
0.7014   0.6120   0.2788   Upper   B0 ^ -> Y v    g130317__6161
0.7014   0.6120   0.2716   Upper   B0 ^ -> Y v    g130784
0.6942   0.6120   0.2901   Upper   A0 ^ -> Y v    g130784
0.7014   0.6120   0.2846   Upper   B0 ^ -> Y v    g130312__6131
0.8107   0.6120   0.3703   Upper   B1 v -> Y ^    g130313__1881
0.7014   0.6120   0.2861   Upper   B0 ^ -> Y v    g130313__1881
0.7014   0.6120   0.2963   Upper   B0 ^ -> Y v    g130783
0.6942   0.6120   0.3148   Upper   A0 ^ -> Y v    g130783
0.6943   0.6120   0.1885   Upper   B0 ^ -> Y ^    g130840
0.6943   0.6120   0.1338   Upper   B0 ^ -> Y ^    g131128
0.6943   0.6120   0.1324   Upper   B0 ^ -> Y ^    g130913
0.6943   0.6120   0.1185   Upper   B0 ^ -> Y ^    g131114
0.6942   0.6120   0.1354   Upper   B0 ^ -> Y ^    g131100
0.6942   0.6120   0.1320   Upper   B0 ^ -> Y ^    g130956
0.6942   0.6120   0.1588   Upper   B0 ^ -> Y ^    g130999
0.6942   0.6120   0.1235   Upper   B0 ^ -> Y ^    g130971
0.6942   0.6120   0.1287   Upper   B0 ^ -> Y ^    g131058
0.7013   0.6120   0.3339   Upper   B0 ^ -> Y v    g130779
0.6943   0.6120   0.3521   Upper   A0 ^ -> Y v    g130779
0.7014   0.6120   0.2594   Upper   B0 ^ -> Y v    g130785
0.6942   0.6120   0.2778   Upper   A0 ^ -> Y v    g130785
0.7014   0.6120   0.3485   Upper   B0 ^ -> Y v    g130787
0.6942   0.6120   0.3665   Upper   A0 ^ -> Y v    g130787
0.0077   0.0168   0.6387   Lower   A1 v -> Y ^    g75617__7098
0.6456   0.6120   0.4381   Upper   A0 ^ -> Y v    g75617__7098
0.0079   0.0168   0.5562   Lower   A1 v -> Y ^    g75616__8246
0.6456   0.6120   0.3999   Upper   A0 ^ -> Y v    g75616__8246
0.0086   0.0168   0.4202   Lower   A1 v -> Y ^    g75613__2802
0.6456   0.6120   0.3412   Upper   A0 ^ -> Y v    g75613__2802
0.0090   0.0168   0.7069   Lower   A1 v -> Y ^    g75612__1617
0.6456   0.6120   0.4704   Upper   A0 ^ -> Y v    g75612__1617
0.6984   0.6120   0.2273   Upper   S0 ^ -> Y v    g133517
0.6984   0.6120   0.2404   Upper   S0 ^ -> Y v    g133518
0.6984   0.6120   0.2283   Upper   S0 ^ -> Y v    g133581
0.6149   0.6120   0.1903   Upper   A v -> Y ^    g133294
0.6983   0.6120   0.2220   Upper   S0 ^ -> Y v    g133615
0.6980   0.6120   0.2205   Upper   S0 ^ -> Y v    g133620
0.6149   0.6120   0.2076   Upper   A v -> Y ^    g133306
0.6984   0.6120   0.2443   Upper   S0 ^ -> Y v    g133610
0.6149   0.6120   0.1959   Upper   A v -> Y ^    g133208
0.6980   0.6120   0.2500   Upper   S0 ^ -> Y v    g133590
0.6149   0.6120   0.2175   Upper   A v -> Y ^    g133188
0.6980   0.6120   0.2266   Upper   S0 ^ -> Y v    g133566
0.6149   0.6120   0.2051   Upper   A v -> Y ^    g133218
0.6982   0.6120   0.2203   Upper   S0 ^ -> Y v    g133572
0.6149   0.6120   0.2078   Upper   A v -> Y ^    g133185
0.6980   0.6120   0.2187   Upper   S0 ^ -> Y v    g133594
0.6736   0.6120   0.2656   Upper   A1 v -> Y ^    g75680__2802
0.6811   0.6120   0.5691   Upper   A ^ -> Y v    g130278__1617
0.6943   0.6120   0.2030   Upper   B0 ^ -> Y v    g130306__1617
0.6426   0.6120   0.2105   Upper   A0 ^ -> Y v    g130306__1617
0.6427   0.6120   0.2090   Upper   B0 ^ -> Y v    g130305__3680
0.6427   0.6120   0.2023   Upper   B0 ^ -> Y v    g130304__6783
0.6427   0.6120   0.1901   Upper   B0 ^ -> Y v    g130303__5526
0.6428   0.6120   0.2105   Upper   B0 ^ -> Y v    g130302__8428
0.6942   0.6120   0.2400   Upper   B0 ^ -> Y v    g130301__4319
0.6428   0.6120   0.2484   Upper   A0 ^ -> Y v    g130301__4319
0.6428   0.6120   0.2011   Upper   B0 ^ -> Y v    g130300__6260
0.6428   0.6120   0.2301   Upper   B0 ^ -> Y v    g130299__5107
0.6428   0.6120   0.1916   Upper   B0 ^ -> Y v    g130298__2398
0.6427   0.6120   0.1961   Upper   B0 ^ -> Y v    g130297__5477
0.6943   0.6120   0.2148   Upper   B0 ^ -> Y v    g130296__6417
0.6427   0.6120   0.2223   Upper   A0 ^ -> Y v    g130296__6417
0.6425   0.6120   0.1983   Upper   B0 ^ -> Y v    g130295__7410
0.6943   0.6120   0.2035   Upper   B0 ^ -> Y v    g130294__1666
0.6426   0.6120   0.2110   Upper   A0 ^ -> Y v    g130294__1666
0.6943   0.6120   0.2156   Upper   B0 ^ -> Y v    g130293__2346
0.6424   0.6120   0.2230   Upper   A0 ^ -> Y v    g130293__2346
0.6149   0.6120   0.1911   Upper   A v -> Y ^    g133184
0.6149   0.6120   0.1945   Upper   A v -> Y ^    g133288
0.6984   0.6120   0.2355   Upper   S0 ^ -> Y v    g133613
0.6984   0.6120   0.2279   Upper   S0 ^ -> Y v    g133595
0.6983   0.6120   0.2186   Upper   S0 ^ -> Y v    g133616
0.6149   0.6120   0.2106   Upper   A v -> Y ^    g133297
0.6149   0.6120   0.1893   Upper   A v -> Y ^    g133298
0.6980   0.6120   0.2230   Upper   S0 ^ -> Y v    g133587
0.6980   0.6120   0.2229   Upper   S0 ^ -> Y v    g133582
0.6984   0.6120   0.2263   Upper   S0 ^ -> Y v    g133516
0.6149   0.6120   0.1898   Upper   A v -> Y ^    g133286
0.6149   0.6120   0.2052   Upper   A v -> Y ^    g133196
0.6980   0.6120   0.2398   Upper   S0 ^ -> Y v    g133618
0.6149   0.6120   0.1930   Upper   A v -> Y ^    g133189
0.6980   0.6120   0.2431   Upper   S0 ^ -> Y v    g133568
0.6149   0.6120   0.1886   Upper   A v -> Y ^    g133209
0.6149   0.6120   0.2054   Upper   A v -> Y ^    g133198
0.8130   0.6120   0.3083   Upper   A0 v -> Y ^    g132852
0.8067   0.6120   0.3262   Upper   B0 v -> Y ^    g75611__3680
0.6199   0.6120   0.2581   Upper   A0 v -> Y ^    g75611__3680
0.0092   0.0168   0.1056   Lower   A0 v -> Y ^    g75647__1705
0.7358   0.6120   0.2449   Upper   B0 v -> Y ^    g75627__9945
0.6984   0.6120   0.2298   Upper   S0 ^ -> Y v    g133611
0.6149   0.6120   0.1924   Upper   A v -> Y ^    g133289
0.6984   0.6120   0.2195   Upper   S0 ^ -> Y v    g133614
0.6984   0.6120   0.2420   Upper   S0 ^ -> Y v    g133602
0.6149   0.6120   0.1852   Upper   A v -> Y ^    g133295
0.6983   0.6120   0.2200   Upper   S0 ^ -> Y v    g133617
0.6149   0.6120   0.1968   Upper   A v -> Y ^    g133299
0.6980   0.6120   0.2266   Upper   S0 ^ -> Y v    g133585
0.6980   0.6120   0.2395   Upper   S0 ^ -> Y v    g133577
0.6149   0.6120   0.1881   Upper   A v -> Y ^    g133302
0.6980   0.6120   0.2298   Upper   S0 ^ -> Y v    g133558
0.6149   0.6120   0.1883   Upper   A v -> Y ^    g133283
0.6984   0.6120   0.2273   Upper   S0 ^ -> Y v    g133576
0.6149   0.6120   0.2004   Upper   A v -> Y ^    g133193
0.6149   0.6120   0.1947   Upper   A v -> Y ^    g133191
0.6980   0.6120   0.2195   Upper   S0 ^ -> Y v    g133586
0.7289   0.6120   0.3430   Upper   B0 v -> Y ^    g129956__1617
0.7701   0.6120   0.5264   Upper   A1 v -> Y ^    g129956__1617
0.6892   0.6120   0.5070   Upper   A0 v -> Y ^    g129956__1617
0.7290   0.6120   0.3391   Upper   B0 v -> Y ^    g129957__2802
0.6728   0.6120   0.5029   Upper   A1 v -> Y ^    g129957__2802
0.8667   0.6120   0.6078   Upper   D v -> Y ^    g129989__2398
0.8279   0.6120   0.5878   Upper   B v -> Y ^    g129989__2398
0.6286   0.6120   0.3363   Upper   AN v -> Y v    g130032__1881
0.7290   0.6120   0.4076   Upper   B0 v -> Y ^    g129969__9945
0.7579   0.6120   0.7602   Upper   A1 v -> Y ^    g129969__9945
0.6643   0.6120   0.7534   Upper   A0 v -> Y ^    g129969__9945
0.7290   0.6120   0.3772   Upper   B0 v -> Y ^    g129959__5122
0.6687   0.6120   0.6332   Upper   A1 v -> Y ^    g129959__5122
0.6398   0.6120   0.6263   Upper   A0 v -> Y ^    g129959__5122
0.6688   0.6120   0.2394   Upper   AN v -> Y v    g130019__6260
0.7289   0.6120   0.3341   Upper   B0 v -> Y ^    g129954__6783
0.6771   0.6120   0.7514   Upper   D v -> Y ^    g129991__6260
0.8323   0.6120   0.7555   Upper   B v -> Y ^    g129991__6260
0.9738   0.6120   0.5829   Upper   D v -> Y ^    g129990__5107
0.9565   0.6120   0.5774   Upper   C v -> Y ^    g129990__5107
0.7288   0.6120   0.3458   Upper   B0 v -> Y ^    g129931__7410
0.6448   0.6120   0.5361   Upper   A2 v -> Y ^    g129931__7410
0.7288   0.6120   0.3812   Upper   B0 v -> Y ^    g129955__3680
0.7095   0.6120   0.6521   Upper   A1 v -> Y ^    g129955__3680
0.7288   0.6120   0.3808   Upper   B0 v -> Y ^    g129953__5526
0.7478   0.6120   0.6532   Upper   A1 v -> Y ^    g129953__5526
0.6315   0.6120   0.6407   Upper   A0 v -> Y ^    g129953__5526
0.7288   0.6120   0.3714   Upper   B0 v -> Y ^    g129972__1666
0.6577   0.6120   0.6041   Upper   A0 v -> Y ^    g129972__1666
0.7286   0.6120   0.3725   Upper   B0 v -> Y ^    g129936__6260
0.6854   0.6120   0.6164   Upper   A1 v -> Y ^    g129936__6260
0.7286   0.6120   0.3736   Upper   B0 v -> Y ^    g129937__4319
0.6593   0.6120   0.6184   Upper   A1 v -> Y ^    g129937__4319
0.7286   0.6120   0.3857   Upper   B0 v -> Y ^    g129935__5107
0.7286   0.6120   0.3820   Upper   B0 v -> Y ^    g129934__2398
0.8130   0.6120   0.3008   Upper   A0 v -> Y ^    g132830
0.8067   0.6120   0.4067   Upper   B0 v -> Y ^    g75594__9945
0.8067   0.6120   0.4391   Upper   B0 v -> Y ^    g75595__2883
0.6149   0.6120   0.1990   Upper   A v -> Y ^    g133287
0.6984   0.6120   0.2226   Upper   S0 ^ -> Y v    g133612
