# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.7925   0.6120   0.2087   Upper   A2 v -> Y ^    g133102
0.7925   0.6120   0.2048   Upper   A2 v -> Y ^    g133077
0.7925   0.6120   0.2175   Upper   A2 v -> Y ^    g133079
0.7925   0.6120   0.2190   Upper   A2 v -> Y ^    g133072
0.7925   0.6120   0.2035   Upper   A2 v -> Y ^    g132868
0.7771   0.6120   0.1790   Upper   B ^ -> Y ^    g133183
0.7925   0.6120   0.2071   Upper   A2 v -> Y ^    g133103
0.7925   0.6120   0.2122   Upper   A2 v -> Y ^    g133074
0.7313   0.6120   0.2488   Upper   A1 ^ -> Y v    g133074
0.7925   0.6120   0.2033   Upper   A2 v -> Y ^    g133075
0.7925   0.6120   0.2074   Upper   A2 v -> Y ^    g133073
0.7925   0.6120   0.1955   Upper   A2 v -> Y ^    g133519
0.7925   0.6120   0.3491   Upper   B v -> Y ^    g134074
0.7925   0.6120   0.2875   Upper   B0 v -> Y ^    g133899
0.7925   0.6120   0.3706   Upper   B v -> Y ^    g133493
0.7925   0.6120   0.2127   Upper   B0 v -> Y ^    g132943
0.7925   0.6120   0.4955   Upper   B v -> Y v    g133994
0.7145   0.6120   0.3144   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1730
0.7145   0.6120   0.3223   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1693
0.6695   0.6120   0.3022   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1698
0.6695   0.6120   0.2387   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1685
0.6611   0.6120   0.2758   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1732
0.6611   0.6120   0.2725   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1676
0.6271   0.6120   0.2659   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1733
0.6271   0.6120   0.2727   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1718
0.6617   0.6120   0.2984   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1734
0.6617   0.6120   0.3079   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1705
0.6697   0.6120   0.1235   Upper   A ^ -> Y ^    sub_1313_38_Y_add_1313_58_g1715
0.6697   0.6120   0.2843   Upper   A ^ -> Y v    sub_1313_38_Y_add_1313_58_g1699
0.8351   0.6120   0.2424   Upper   B v -> Y ^    g133714
0.8351   0.6120   0.2687   Upper   A0 v -> Y ^    g133556
0.8351   0.6120   0.3113   Upper   C0 v -> Y ^    g133351
0.8351   0.6120   0.2913   Upper   C0 v -> Y ^    g133350
0.8351   0.6120   0.2775   Upper   C0 v -> Y ^    g133349
0.8351   0.6120   0.3191   Upper   C0 v -> Y ^    g133348
0.8351   0.6120   0.2866   Upper   C0 v -> Y ^    g133347
0.8351   0.6120   0.2885   Upper   C0 v -> Y ^    g133346
0.8351   0.6120   0.3047   Upper   C0 v -> Y ^    g133345
0.8351   0.6120   0.3113   Upper   C0 v -> Y ^    g133344
0.8351   0.6120   0.2883   Upper   C0 v -> Y ^    g133343
0.8351   0.6120   0.2855   Upper   C0 v -> Y ^    g133342
0.8351   0.6120   0.2897   Upper   C0 v -> Y ^    g133341
0.8351   0.6120   0.3025   Upper   C0 v -> Y ^    g133339
0.8351   0.6120   0.2880   Upper   C0 v -> Y ^    g133338
0.8351   0.6120   0.2888   Upper   C0 v -> Y ^    g133337
0.8351   0.6120   0.3037   Upper   C0 v -> Y ^    g133336
0.8351   0.6120   0.2899   Upper   C0 v -> Y ^    g133335
0.8351   0.6120   0.2901   Upper   C0 v -> Y ^    g133334
0.8351   0.6120   0.3132   Upper   C0 v -> Y ^    g133333
0.8351   0.6120   0.2762   Upper   C0 v -> Y ^    g133332
1.0069   0.6120   0.4900   Upper   C0 ^ -> Y v    g75531__1666
0.6131   0.6120   0.4737   Upper   B1 ^ -> Y v    g75531__1666
0.8473   0.6120   0.5190   Upper   A1 v -> Y ^    g75531__1666
1.0069   0.6120   0.4773   Upper   C0 ^ -> Y v    g75553__2398
0.6131   0.6120   0.4601   Upper   B1 ^ -> Y v    g75553__2398
0.8473   0.6120   0.5025   Upper   A1 v -> Y ^    g75553__2398
1.0069   0.6120   0.6548   Upper   C0 ^ -> Y v    g75470__4319
0.6131   0.6120   0.6368   Upper   B1 ^ -> Y v    g75470__4319
0.8473   0.6120   0.7347   Upper   A1 v -> Y ^    g75470__4319
1.0069   0.6120   0.5973   Upper   C0 ^ -> Y v    g75467__2398
0.6131   0.6120   0.5766   Upper   B1 ^ -> Y v    g75467__2398
0.8473   0.6120   0.6574   Upper   A1 v -> Y ^    g75467__2398
1.0069   0.6120   0.4696   Upper   C0 ^ -> Y v    g75530__2346
0.6131   0.6120   0.4521   Upper   B1 ^ -> Y v    g75530__2346
0.8473   0.6120   0.4926   Upper   A1 v -> Y ^    g75530__2346
1.0069   0.6120   0.4689   Upper   C0 ^ -> Y v    g75494__9945
0.6131   0.6120   0.4513   Upper   B1 ^ -> Y v    g75494__9945
0.8473   0.6120   0.4917   Upper   A1 v -> Y ^    g75494__9945
1.0069   0.6120   0.6128   Upper   C0 ^ -> Y v    g75466__5477
0.6131   0.6120   0.5927   Upper   B1 ^ -> Y v    g75466__5477
0.8473   0.6120   0.6783   Upper   A1 v -> Y ^    g75466__5477
1.0069   0.6120   0.4796   Upper   C0 ^ -> Y v    g75529__2883
0.6131   0.6120   0.4626   Upper   B1 ^ -> Y v    g75529__2883
0.8473   0.6120   0.5055   Upper   A1 v -> Y ^    g75529__2883
1.0069   0.6120   0.4925   Upper   C0 ^ -> Y v    g75712__2802
0.6131   0.6120   0.4764   Upper   B1 ^ -> Y v    g75712__2802
0.8473   0.6120   0.5222   Upper   A1 v -> Y ^    g75712__2802
1.0069   0.6120   0.4793   Upper   C0 ^ -> Y v    g75707__8428
0.6131   0.6120   0.4623   Upper   B1 ^ -> Y v    g75707__8428
0.8473   0.6120   0.5051   Upper   A1 v -> Y ^    g75707__8428
0.6171   0.6120   0.2359   Upper   A1 v -> Y ^    g132858
0.0080   0.0168   0.0677   Lower   B0 v -> Y ^    g75745__7098
0.0089   0.0168   0.0767   Lower   A0 v -> Y ^    g75745__7098
0.0110   0.0168   0.0397   Lower   AN v -> Y v    g75697__7410
0.0080   0.0168   0.0486   Lower   B v -> Y ^    g75767__6260
0.7007   0.6120   0.3418   Upper   B1 ^ -> Y v    g133359
0.6924   0.6120   0.3589   Upper   A1 ^ -> Y v    g133359
0.7007   0.6120   0.3393   Upper   B1 ^ -> Y v    g133356
0.6924   0.6120   0.3565   Upper   A1 ^ -> Y v    g133356
0.8040   0.6120   0.2928   Upper   B0 v -> Y ^    g132825
0.8067   0.6120   0.2245   Upper   A v -> Y ^    g132526
0.8067   0.6120   0.2416   Upper   A v -> Y ^    g132621
0.8067   0.6120   0.2290   Upper   A v -> Y ^    g132627
0.8067   0.6120   0.2329   Upper   A v -> Y ^    g132625
0.8067   0.6120   0.2317   Upper   A v -> Y ^    g132626
0.8067   0.6120   0.2292   Upper   A v -> Y ^    g132631
0.8067   0.6120   0.2285   Upper   A v -> Y ^    g132624
0.8067   0.6120   0.2230   Upper   B0 v -> Y ^    g132964
0.8067   0.6120   0.2430   Upper   A v -> Y ^    g132629
0.8067   0.6120   0.2406   Upper   A v -> Y ^    g132628
0.8067   0.6120   0.2454   Upper   A v -> Y ^    g132620
0.8067   0.6120   0.2262   Upper   A v -> Y ^    g132630
0.8067   0.6120   0.2297   Upper   A v -> Y ^    g132622
1.0069   0.6120   0.5720   Upper   C1 ^ -> Y v    g75437__9315
0.6131   0.6120   0.5167   Upper   B1 ^ -> Y v    g75437__9315
0.6287   0.6120   0.4934   Upper   B0 ^ -> Y v    g75437__9315
0.8473   0.6120   0.5715   Upper   A1 v -> Y ^    g75437__9315
1.0069   0.6120   0.5611   Upper   C1 ^ -> Y v    g75493__9315
0.6131   0.6120   0.5037   Upper   B1 ^ -> Y v    g75493__9315
0.7204   0.6120   0.4909   Upper   B0 ^ -> Y v    g75493__9315
0.8473   0.6120   0.5555   Upper   A1 v -> Y ^    g75493__9315
1.0069   0.6120   0.5534   Upper   C1 ^ -> Y v    g75418__5107
0.6131   0.6120   0.4944   Upper   B1 ^ -> Y v    g75418__5107
0.6304   0.6120   0.4706   Upper   B0 ^ -> Y v    g75418__5107
0.8473   0.6120   0.5442   Upper   A1 v -> Y ^    g75418__5107
1.0070   0.6120   0.5328   Upper   C1 ^ -> Y v    g75472__5526
0.6131   0.6120   0.4696   Upper   B1 ^ -> Y v    g75472__5526
0.6640   0.6120   0.4494   Upper   B0 ^ -> Y v    g75472__5526
0.8473   0.6120   0.5139   Upper   A1 v -> Y ^    g75472__5526
1.0069   0.6120   0.4716   Upper   C0 ^ -> Y v    g75490__7482
0.6131   0.6120   0.4477   Upper   B1 ^ -> Y v    g75490__7482
0.6789   0.6120   0.4915   Upper   B0 v -> Y ^    g75490__7482
0.8473   0.6120   0.4950   Upper   A1 v -> Y ^    g75490__7482
1.0070   0.6120   0.3151   Upper   C0 ^ -> Y v    g75476__2802
0.6131   0.6120   0.2974   Upper   B1 ^ -> Y v    g75476__2802
0.6617   0.6120   0.2686   Upper   B0 ^ -> Y v    g75476__2802
0.8473   0.6120   0.3130   Upper   A1 v -> Y ^    g75476__2802
1.0070   0.6120   0.2656   Upper   C0 ^ -> Y v    g75473__6783
0.6131   0.6120   0.2546   Upper   B1 ^ -> Y v    g75473__6783
0.6271   0.6120   0.2176   Upper   B0 ^ -> Y v    g75473__6783
0.8473   0.6120   0.2677   Upper   A1 v -> Y ^    g75473__6783
1.0070   0.6120   0.3714   Upper   C0 ^ -> Y v    g75471__8428
0.6131   0.6120   0.3487   Upper   B1 ^ -> Y v    g75471__8428
0.6697   0.6120   0.3248   Upper   B0 ^ -> Y v    g75471__8428
0.8473   0.6120   0.3723   Upper   A1 v -> Y ^    g75471__8428
1.0070   0.6120   0.2828   Upper   C0 ^ -> Y v    g75469__6260
0.6131   0.6120   0.2695   Upper   B1 ^ -> Y v    g75469__6260
0.8473   0.6120   0.2827   Upper   A1 v -> Y ^    g75469__6260
1.0070   0.6120   0.5060   Upper   C1 ^ -> Y v    g75468__5107
0.6131   0.6120   0.4372   Upper   B1 ^ -> Y v    g75468__5107
0.6898   0.6120   0.4199   Upper   B0 ^ -> Y v    g75468__5107
0.8473   0.6120   0.4745   Upper   A1 v -> Y ^    g75468__5107
1.0070   0.6120   0.3126   Upper   C0 ^ -> Y v    g75465__6417
0.6131   0.6120   0.2953   Upper   B1 ^ -> Y v    g75465__6417
0.8473   0.6120   0.3106   Upper   A1 v -> Y ^    g75465__6417
1.0069   0.6120   0.5646   Upper   C0 ^ -> Y v    g75464__7410
0.6131   0.6120   0.5426   Upper   B1 ^ -> Y v    g75464__7410
0.6149   0.6120   0.6069   Upper   B0 v -> Y ^    g75464__7410
0.8473   0.6120   0.6143   Upper   A1 v -> Y ^    g75464__7410
1.0069   0.6120   0.5494   Upper   C0 ^ -> Y v    g75463__1666
0.6131   0.6120   0.5269   Upper   B1 ^ -> Y v    g75463__1666
0.6560   0.6120   0.5910   Upper   B0 v -> Y ^    g75463__1666
0.8473   0.6120   0.5945   Upper   A1 v -> Y ^    g75463__1666
1.0070   0.6120   0.3340   Upper   C0 ^ -> Y v    g75462__2346
0.6131   0.6120   0.3139   Upper   B1 ^ -> Y v    g75462__2346
0.8473   0.6120   0.3316   Upper   A1 v -> Y ^    g75462__2346
1.0070   0.6120   0.4537   Upper   C0 ^ -> Y v    g75461__2883
0.6131   0.6120   0.4353   Upper   B1 ^ -> Y v    g75461__2883
0.6389   0.6120   0.4105   Upper   B0 ^ -> Y v    g75461__2883
0.8473   0.6120   0.4722   Upper   A1 v -> Y ^    g75461__2883
1.0070   0.6120   0.5840   Upper   C0 ^ -> Y v    g75438__9945
0.6131   0.6120   0.5627   Upper   B1 ^ -> Y v    g75438__9945
0.6796   0.6120   0.5465   Upper   B0 ^ -> Y v    g75438__9945
0.8473   0.6120   0.6397   Upper   A1 v -> Y ^    g75438__9945
1.0069   0.6120   0.4848   Upper   C0 ^ -> Y v    g75436__6161
0.6131   0.6120   0.4610   Upper   B1 ^ -> Y v    g75436__6161
0.6417   0.6120   0.5039   Upper   B0 v -> Y ^    g75436__6161
0.8473   0.6120   0.5117   Upper   A1 v -> Y ^    g75436__6161
1.0070   0.6120   0.3747   Upper   C0 ^ -> Y v    g75430__7098
0.6131   0.6120   0.3518   Upper   B1 ^ -> Y v    g75430__7098
0.6695   0.6120   0.3280   Upper   B0 ^ -> Y v    g75430__7098
0.8473   0.6120   0.3759   Upper   A1 v -> Y ^    g75430__7098
1.0069   0.6120   0.4367   Upper   C0 ^ -> Y v    g75425__1617
0.6131   0.6120   0.4127   Upper   B1 ^ -> Y v    g75425__1617
0.7145   0.6120   0.4002   Upper   B0 ^ -> Y v    g75425__1617
0.8473   0.6120   0.4512   Upper   A1 v -> Y ^    g75425__1617
1.0070   0.6120   0.3368   Upper   C0 ^ -> Y v    g75419__6260
0.6131   0.6120   0.3164   Upper   B1 ^ -> Y v    g75419__6260
0.6611   0.6120   0.2890   Upper   B0 ^ -> Y v    g75419__6260
0.8473   0.6120   0.3345   Upper   A1 v -> Y ^    g75419__6260
0.8215   0.6120   0.1373   Upper   B0 v -> Y v    g75747__1881
0.6695   0.6120   0.2445   Upper   C1 ^ -> Y v    g132568
0.6389   0.6120   0.2426   Upper   A0 ^ -> Y v    g132568
0.6617   0.6120   0.2462   Upper   C1 ^ -> Y v    g132562
0.6697   0.6120   0.2516   Upper   A0 ^ -> Y v    g132562
0.6611   0.6120   0.2416   Upper   C1 ^ -> Y v    g132561
0.6271   0.6120   0.2395   Upper   A0 ^ -> Y v    g132561
0.7145   0.6120   0.2474   Upper   C1 ^ -> Y v    g132560
0.6617   0.6120   0.2413   Upper   A0 ^ -> Y v    g132560
0.7925   0.6120   0.2694   Upper   D v -> Y ^    g132821
0.7925   0.6120   0.2036   Upper   A2 v -> Y ^    g132578
0.7925   0.6120   0.2012   Upper   A2 v -> Y ^    g132577
0.7925   0.6120   0.2069   Upper   A2 v -> Y ^    g132576
0.7925   0.6120   0.2035   Upper   A2 v -> Y ^    g132575
0.7925   0.6120   0.2012   Upper   A2 v -> Y ^    g132553
0.7313   0.6120   0.2216   Upper   A0 ^ -> Y v    g132553
0.7925   0.6120   0.2104   Upper   A2 v -> Y ^    g132547
0.7925   0.6120   0.2045   Upper   A2 v -> Y ^    g132545
0.7313   0.6120   0.2434   Upper   B0 ^ -> Y v    g132899
0.7925   0.6120   0.2020   Upper   A2 v -> Y ^    g132546
0.7203   0.6120   0.3471   Upper   A ^ -> Y v    g133362
0.6171   0.6120   0.3827   Upper   A1 v -> Y ^    g75693__9945
0.6171   0.6120   0.4048   Upper   A1 v -> Y ^    g75696__1666
0.6171   0.6120   0.3908   Upper   A1 v -> Y ^    g75687__1881
0.6171   0.6120   0.3976   Upper   A1 v -> Y ^    g75692__9315
0.6149   0.6120   0.2506   Upper   C1 v -> Y ^    g132557
0.6416   0.6120   0.2438   Upper   A0 v -> Y ^    g132557
0.8278   0.6120   0.1546   Upper   B0 v -> Y v    g75751__6161
0.8025   0.6120   0.1567   Upper   B0 v -> Y v    g75753__9945
0.6171   0.6120   0.3667   Upper   A1 v -> Y ^    g75691__6161
0.6168   0.6120   0.2152   Upper   A ^ -> Y v    g133907
0.6171   0.6120   0.8019   Upper   A v -> Y ^    FE_DBTC0_n_3173
0.6705   0.6120   0.0779   Upper   B0 ^ -> Y ^    g133528
0.6705   0.6120   0.0814   Upper   B0 ^ -> Y ^    g133542
0.6705   0.6120   0.0806   Upper   B0 ^ -> Y ^    g133535
0.6705   0.6120   0.0821   Upper   B0 ^ -> Y ^    g133532
0.6704   0.6120   0.0786   Upper   B0 ^ -> Y ^    g133545
0.6704   0.6120   0.0793   Upper   B0 ^ -> Y ^    g133534
0.6704   0.6120   0.0959   Upper   B0 ^ -> Y ^    g133544
0.6704   0.6120   0.0903   Upper   B0 ^ -> Y ^    g133530
0.6704   0.6120   0.0830   Upper   B0 ^ -> Y ^    g133529
0.6703   0.6120   0.0821   Upper   B0 ^ -> Y ^    g133548
0.6703   0.6120   0.0787   Upper   B0 ^ -> Y ^    g133536
0.6703   0.6120   0.0820   Upper   B0 ^ -> Y ^    g133525
0.6703   0.6120   0.0907   Upper   B0 ^ -> Y ^    g133552
0.6703   0.6120   0.0840   Upper   B0 ^ -> Y ^    g133526
0.6703   0.6120   0.0796   Upper   B0 ^ -> Y ^    g133551
0.6703   0.6120   0.0785   Upper   B0 ^ -> Y ^    g133550
0.6703   0.6120   0.0798   Upper   B0 ^ -> Y ^    g133549
0.6703   0.6120   0.0829   Upper   B0 ^ -> Y ^    g133521
0.6703   0.6120   0.0805   Upper   B0 ^ -> Y ^    g133538
0.6703   0.6120   0.0870   Upper   B0 ^ -> Y ^    g133523
0.6703   0.6120   0.0803   Upper   B0 ^ -> Y ^    g133546
0.6703   0.6120   0.0786   Upper   B0 ^ -> Y ^    g133537
0.6704   0.6120   0.0791   Upper   B0 ^ -> Y ^    g133547
0.8351   0.6120   0.2760   Upper   A1 v -> Y ^    g132350
0.6397   0.6120   0.2804   Upper   C0 v -> Y ^    g132865
0.8351   0.6120   0.2937   Upper   A1 v -> Y ^    g132865
0.6397   0.6120   0.2437   Upper   C0 v -> Y ^    g132864
0.8351   0.6120   0.2628   Upper   A1 v -> Y ^    g132864
0.6397   0.6120   0.2516   Upper   C0 v -> Y ^    g132863
0.8351   0.6120   0.2692   Upper   A1 v -> Y ^    g132863
0.6397   0.6120   0.2630   Upper   C0 v -> Y ^    g132862
0.8351   0.6120   0.2786   Upper   A1 v -> Y ^    g132862
0.6397   0.6120   0.2793   Upper   C0 v -> Y ^    g132861
0.8351   0.6120   0.2927   Upper   A1 v -> Y ^    g132861
0.6397   0.6120   0.2725   Upper   C0 v -> Y ^    g132860
0.8351   0.6120   0.2868   Upper   A1 v -> Y ^    g132860
0.6149   0.6120   0.1917   Upper   A1 v -> Y ^    g132882
0.9443   0.6120   0.2578   Upper   A0 ^ -> Y v    g132882
0.6416   0.6120   0.2262   Upper   A1 v -> Y ^    g132883
0.9443   0.6120   0.2918   Upper   A0 ^ -> Y v    g132883
0.6914   0.6120   0.4898   Upper   A ^ -> Y v    g75448
0.9443   0.6120   0.2643   Upper   B ^ -> Y v    g132965
0.6730   0.6120   0.2334   Upper   B v -> Y ^    g75703__4319
0.7145   0.6120   0.2926   Upper   A1 ^ -> Y v    g132871
0.9444   0.6120   0.2893   Upper   A0 ^ -> Y v    g132871
0.6301   0.6120   0.4860   Upper   A ^ -> Y v    g75444
0.9443   0.6120   0.3181   Upper   A0 ^ -> Y v    g132892
0.6730   0.6120   0.2528   Upper   C0 v -> Y ^    g132859
0.7281   0.6120   0.2497   Upper   A0 v -> Y ^    g132859
0.6730   0.6120   0.2085   Upper   B v -> Y ^    g134015
0.9443   0.6120   0.3053   Upper   C0 ^ -> Y v    g132548
0.0063   0.0168   0.2051   Lower   A v -> Y ^    g75679__1617
0.6730   0.6120   0.2263   Upper   B v -> Y ^    g134014
0.8066   0.6120   0.5299   Upper   A v -> Y ^    g133050
0.8067   0.6120   0.2332   Upper   A v -> Y ^    g132404
0.8067   0.6120   0.2319   Upper   A v -> Y ^    g132368
0.8067   0.6120   0.2272   Upper   A v -> Y ^    g132365
0.8067   0.6120   0.2403   Upper   A v -> Y ^    g132370
0.8067   0.6120   0.2281   Upper   A v -> Y ^    g132372
0.8067   0.6120   0.2425   Upper   A v -> Y ^    g132527
0.8067   0.6120   0.2650   Upper   A v -> Y ^    g132371
0.8067   0.6120   0.1964   Upper   B0 v -> Y ^    g132399
0.8067   0.6120   0.2286   Upper   A v -> Y ^    g132367
0.8067   0.6120   0.2383   Upper   A v -> Y ^    g132369
0.7138   0.6120   0.7796   Upper   B0 v -> Y ^    g133376
0.7126   0.6120   0.7632   Upper   A1 v -> Y ^    g133376
0.0080   0.0168   0.7653   Lower   A0 v -> Y ^    g133376
0.7137   0.6120   0.3341   Upper   B0 v -> Y ^    g133373
0.7126   0.6120   0.3120   Upper   A1 v -> Y ^    g133373
0.0104   0.0168   0.2084   Lower   A0 v -> Y ^    g133373
0.7138   0.6120   0.3449   Upper   B0 v -> Y ^    g133372
0.7126   0.6120   0.3220   Upper   A1 v -> Y ^    g133372
0.0124   0.0168   0.2220   Lower   A0 v -> Y ^    g133372
0.7137   0.6120   0.3588   Upper   B0 v -> Y ^    g133370
0.7126   0.6120   0.3349   Upper   A1 v -> Y ^    g133370
0.0099   0.0168   0.2402   Lower   A0 v -> Y ^    g133370
0.7138   0.6120   0.3069   Upper   B0 v -> Y ^    g133369
0.7126   0.6120   0.2871   Upper   A1 v -> Y ^    g133369
0.0107   0.0168   0.1748   Lower   A0 v -> Y ^    g133369
0.7138   0.6120   0.3147   Upper   B0 v -> Y ^    g133368
0.7126   0.6120   0.2941   Upper   A1 v -> Y ^    g133368
0.0121   0.0168   0.1842   Lower   A0 v -> Y ^    g133368
0.7138   0.6120   0.3392   Upper   B0 v -> Y ^    g133367
0.7126   0.6120   0.3167   Upper   A1 v -> Y ^    g133367
0.0118   0.0168   0.2148   Lower   A0 v -> Y ^    g133367
0.7138   0.6120   0.3762   Upper   B0 v -> Y ^    g133366
0.7127   0.6120   0.3515   Upper   A1 v -> Y ^    g133366
0.0089   0.0168   0.2634   Lower   A0 v -> Y ^    g133366
0.7137   0.6120   0.3592   Upper   B0 v -> Y ^    g133365
0.7126   0.6120   0.3353   Upper   A1 v -> Y ^    g133365
0.0102   0.0168   0.2407   Lower   A0 v -> Y ^    g133365
0.7137   0.6120   0.3471   Upper   B0 v -> Y ^    g133364
0.7126   0.6120   0.3241   Upper   A1 v -> Y ^    g133364
0.0109   0.0168   0.2250   Lower   A0 v -> Y ^    g133364
0.7137   0.6120   0.3331   Upper   B0 v -> Y ^    g133363
0.7126   0.6120   0.3112   Upper   A1 v -> Y ^    g133363
0.0112   0.0168   0.2072   Lower   A0 v -> Y ^    g133363
0.6171   0.6120   0.2014   Upper   B v -> Y ^    g133931
0.6149   0.6120   0.2762   Upper   A v -> Y ^    g133015
0.6796   0.6120   0.2385   Upper   B1 ^ -> Y v    g132895
0.6287   0.6120   0.2512   Upper   A1 ^ -> Y v    g132895
0.9444   0.6120   0.2691   Upper   A0 ^ -> Y v    g132895
0.6697   0.6120   0.2332   Upper   B1 ^ -> Y v    g132879
0.6796   0.6120   0.2612   Upper   A1 ^ -> Y v    g132879
0.9444   0.6120   0.2665   Upper   A0 ^ -> Y v    g132879
0.6271   0.6120   0.2173   Upper   B1 ^ -> Y v    g132878
0.6695   0.6120   0.2533   Upper   A1 ^ -> Y v    g132878
0.9444   0.6120   0.2613   Upper   A0 ^ -> Y v    g132878
0.6640   0.6120   0.2460   Upper   A1 ^ -> Y v    g132897
0.9444   0.6120   0.2565   Upper   A0 ^ -> Y v    g132897
0.6898   0.6120   0.2835   Upper   A1 ^ -> Y v    g132893
0.9444   0.6120   0.2865   Upper   A0 ^ -> Y v    g132893
0.6389   0.6120   0.2522   Upper   A1 ^ -> Y v    g132880
0.9444   0.6120   0.2675   Upper   A0 ^ -> Y v    g132880
0.6789   0.6120   0.2567   Upper   B1 v -> Y ^    g132876
0.6697   0.6120   0.2927   Upper   A1 ^ -> Y v    g132876
0.9444   0.6120   0.3024   Upper   A0 ^ -> Y v    g132876
0.6417   0.6120   0.2084   Upper   B1 v -> Y ^    g132875
0.6271   0.6120   0.2395   Upper   A1 ^ -> Y v    g132875
0.9444   0.6120   0.2583   Upper   A0 ^ -> Y v    g132875
0.6560   0.6120   0.2619   Upper   B1 v -> Y ^    g132877
0.6617   0.6120   0.3032   Upper   A1 ^ -> Y v    g132877
0.9444   0.6120   0.3174   Upper   A0 ^ -> Y v    g132877
0.6730   0.6120   0.3347   Upper   B v -> Y ^    g75701__5107
0.6789   0.6120   0.2145   Upper   A1 v -> Y ^    g132881
0.9443   0.6120   0.2681   Upper   A0 ^ -> Y v    g132881
0.9443   0.6120   0.2684   Upper   B ^ -> Y v    g132968
0.6730   0.6120   0.3305   Upper   B v -> Y ^    g75700__2398
0.6730   0.6120   0.3106   Upper   B v -> Y ^    g75699__5477
0.9443   0.6120   0.2624   Upper   B ^ -> Y v    g132967
0.6389   0.6120   0.2148   Upper   B1 ^ -> Y v    g132896
0.7204   0.6120   0.2614   Upper   A1 ^ -> Y v    g132896
0.9445   0.6120   0.2580   Upper   A0 ^ -> Y v    g132896
0.6730   0.6120   0.2462   Upper   B v -> Y ^    g75709__6783
0.7203   0.6120   0.2618   Upper   A ^ -> Y v    g75709__6783
0.9443   0.6120   0.2741   Upper   B ^ -> Y v    g132969
0.9443   0.6120   0.2623   Upper   B ^ -> Y v    g132966
0.6730   0.6120   0.3658   Upper   B v -> Y ^    g75708__5526
0.6416   0.6120   0.3571   Upper   A v -> Y ^    g75708__5526
0.6730   0.6120   0.3675   Upper   B v -> Y ^    g75711__1617
0.6560   0.6120   0.3626   Upper   A v -> Y ^    g75711__1617
0.6730   0.6120   0.3597   Upper   B v -> Y ^    g75702__6260
0.6149   0.6120   0.3436   Upper   A v -> Y ^    g75702__6260
0.6730   0.6120   0.2337   Upper   B v -> Y ^    g75698__6417
0.8325   0.6120   0.2628   Upper   A v -> Y ^    inc_add_1637_34_g1169
0.8325   0.6120   0.2983   Upper   D v -> Y ^    inc_add_1637_34_g1165
0.8325   0.6120   0.3000   Upper   B v -> Y ^    inc_add_1637_34_g1160
0.8448   0.6120   0.2037   Upper   B v -> Y v    g133764
0.6397   0.6120   0.6297   Upper   B v -> Y ^    g133051
0.6402   0.6120   0.1491   Upper   A ^ -> Y v    g133636
0.6705   0.6120   0.0954   Upper   B0 ^ -> Y ^    g133543
0.6705   0.6120   0.0804   Upper   B0 ^ -> Y ^    g133527
0.6705   0.6120   0.0766   Upper   B0 ^ -> Y ^    g133539
0.6705   0.6120   0.0865   Upper   B0 ^ -> Y ^    g133540
0.6705   0.6120   0.0869   Upper   B0 ^ -> Y ^    g133531
0.6705   0.6120   0.0804   Upper   B0 ^ -> Y ^    g133541
0.7007   0.6120   0.1923   Upper   B0 ^ -> Y v    g131292
0.7007   0.6120   0.1959   Upper   A ^ -> Y v    g132307
0.9457   0.6120   0.2645   Upper   B v -> Y ^    g132632
0.9458   0.6120   0.2620   Upper   B v -> Y ^    g132634
0.9458   0.6120   0.2676   Upper   B v -> Y ^    g132636
0.9458   0.6120   0.2666   Upper   B v -> Y ^    g132638
0.9458   0.6120   0.2583   Upper   B v -> Y ^    g132639
0.9458   0.6120   0.2698   Upper   B v -> Y ^    g132640
0.9458   0.6120   0.2765   Upper   B v -> Y ^    g132641
0.9458   0.6120   0.2748   Upper   B v -> Y ^    g132642
0.9458   0.6120   0.2629   Upper   B v -> Y ^    g132646
0.9458   0.6120   0.2589   Upper   B v -> Y ^    g132648
0.9458   0.6120   0.2647   Upper   B v -> Y ^    g132650
0.9458   0.6120   0.2696   Upper   B v -> Y ^    g132649
0.9458   0.6120   0.2912   Upper   B v -> Y ^    g132645
0.9458   0.6120   0.2712   Upper   B v -> Y ^    g132644
0.9458   0.6120   0.2649   Upper   B v -> Y ^    g132643
