# Time Unit : 1e-09 seconds (ns)
# ActualValue: Actual value of slew seen during delay calculation. This is the value that fell out of bound.
# BoundValue: Bound value of slew. This is the first or last value for which characterization information is present in the library.
# BoundType: Lower or Upper, corresponding to whether the actual value is respectively smaller or greater than the bound value.
# Arc: Arc specification from source pin to sink pin (including rise/fall information for both).
# Instance: Full hierarchical name of the instance.
ActualValue    BoundValue    OutputValue    BoundType    Arc    Instance
0.6484   0.6120   0.2323   Upper   A0 ^ -> Y v    g130708
0.6484   0.6120   0.2364   Upper   A0 ^ -> Y v    g130666
0.6484   0.6120   0.2139   Upper   A0 ^ -> Y v    g130497
0.6484   0.6120   0.2323   Upper   A0 ^ -> Y v    g130523
0.6484   0.6120   0.2554   Upper   A0 ^ -> Y v    g130439
0.6484   0.6120   0.2042   Upper   A0 ^ -> Y v    g130369__1881
0.6633   0.6120   0.3249   Upper   B1 ^ -> Y v    g130203__4733
0.6633   0.6120   0.3139   Upper   B1 ^ -> Y v    g130196__5122
0.6484   0.6120   0.2147   Upper   A1 ^ -> Y v    g130725
0.6484   0.6120   0.2274   Upper   A1 ^ -> Y v    g130697
0.6484   0.6120   0.2108   Upper   A1 ^ -> Y v    g130470
0.6484   0.6120   0.2106   Upper   A1 ^ -> Y v    g130764
0.6484   0.6120   0.2186   Upper   A1 ^ -> Y v    g130734
0.6484   0.6120   0.2493   Upper   A1 ^ -> Y v    g130599
0.6484   0.6120   0.2422   Upper   A1 ^ -> Y v    g130557
0.6484   0.6120   0.2333   Upper   A1 ^ -> Y v    g130612
0.6484   0.6120   0.2546   Upper   A1 ^ -> Y v    g130626
0.6484   0.6120   0.2402   Upper   A1 ^ -> Y v    g130571
0.6484   0.6120   0.2171   Upper   A0 ^ -> Y v    g130428__4733
0.6484   0.6120   0.2508   Upper   A0 ^ -> Y v    g130414__8428
0.6484   0.6120   0.2442   Upper   A1 ^ -> Y v    g130641
0.6484   0.6120   0.2429   Upper   A1 ^ -> Y v    g130752
0.6484   0.6120   0.2400   Upper   A1 ^ -> Y v    g130585
0.6484   0.6120   0.2538   Upper   A1 ^ -> Y v    g130654
0.6484   0.6120   0.2178   Upper   A0 ^ -> Y v    g130358__8428
0.6484   0.6120   0.2110   Upper   A1 ^ -> Y v    g130684
0.6484   0.6120   0.2364   Upper   A0 ^ -> Y v    g130330__8428
0.6484   0.6120   0.2148   Upper   A1 ^ -> Y v    g130543
0.8040   0.6120   0.2752   Upper   A0 v -> Y ^    g132829
0.8067   0.6120   0.3098   Upper   A v -> Y ^    g75632__1666
0.6632   0.6120   0.2468   Upper   A1 ^ -> Y v    g130745
0.6632   0.6120   0.2595   Upper   A1 ^ -> Y v    g130731
0.6633   0.6120   0.2217   Upper   A1 ^ -> Y v    g130591
0.6633   0.6120   0.2090   Upper   A1 ^ -> Y v    g130563
0.6633   0.6120   0.2143   Upper   A1 ^ -> Y v    g130504
0.6632   0.6120   0.2076   Upper   A0 ^ -> Y v    g130449
0.6633   0.6120   0.2096   Upper   A0 ^ -> Y v    g130419__2802
0.6632   0.6120   0.2137   Upper   A0 ^ -> Y v    g130350__1666
0.6632   0.6120   0.2289   Upper   A0 ^ -> Y v    g130336__1705
0.6422   0.6120   0.2417   Upper   B1 ^ -> Y v    g131153
0.6422   0.6120   0.2276   Upper   B1 ^ -> Y v    g131138
0.6423   0.6120   0.2351   Upper   B1 ^ -> Y v    g131082
0.6423   0.6120   0.3074   Upper   B1 ^ -> Y v    g131068
0.6423   0.6120   0.2222   Upper   B1 ^ -> Y v    g131039
0.6423   0.6120   0.2706   Upper   B1 ^ -> Y v    g131027
0.6424   0.6120   0.2469   Upper   B1 ^ -> Y v    g130981
0.6424   0.6120   0.2189   Upper   B1 ^ -> Y v    g130938
0.6424   0.6120   0.2524   Upper   B1 ^ -> Y v    g130923
0.6424   0.6120   0.2178   Upper   B1 ^ -> Y v    g130894
0.6422   0.6120   0.2894   Upper   B1 ^ -> Y v    g130879
0.6421   0.6120   0.2523   Upper   B1 ^ -> Y v    g130851
0.6421   0.6120   0.2882   Upper   B1 ^ -> Y v    g130793
0.6130   0.6120   0.2192   Upper   B1 ^ -> Y v    g131176
0.6265   0.6120   0.2473   Upper   A1 ^ -> Y v    g131176
0.6131   0.6120   0.2510   Upper   B1 ^ -> Y v    g131166
0.6266   0.6120   0.2765   Upper   A1 ^ -> Y v    g131166
0.6131   0.6120   0.2087   Upper   B1 ^ -> Y v    g131140
0.6266   0.6120   0.2386   Upper   A1 ^ -> Y v    g131140
0.6130   0.6120   0.2302   Upper   B1 ^ -> Y v    g131136
0.6265   0.6120   0.2573   Upper   A1 ^ -> Y v    g131136
0.6130   0.6120   0.2185   Upper   B1 ^ -> Y v    g131120
0.6265   0.6120   0.2467   Upper   A1 ^ -> Y v    g131120
0.6130   0.6120   0.2030   Upper   B1 ^ -> Y v    g131107
0.6265   0.6120   0.2340   Upper   A1 ^ -> Y v    g131107
0.6132   0.6120   0.2833   Upper   B1 ^ -> Y v    g131081
0.6266   0.6120   0.3074   Upper   A1 ^ -> Y v    g131081
0.6132   0.6120   0.2798   Upper   B1 ^ -> Y v    g131066
0.6266   0.6120   0.3041   Upper   A1 ^ -> Y v    g131066
0.6132   0.6120   0.3420   Upper   B1 ^ -> Y v    g131052
0.6266   0.6120   0.3643   Upper   A1 ^ -> Y v    g131052
0.6132   0.6120   0.2127   Upper   B1 ^ -> Y v    g131037
0.6266   0.6120   0.2417   Upper   A1 ^ -> Y v    g131037
0.6132   0.6120   0.2322   Upper   B1 ^ -> Y v    g131018
0.6266   0.6120   0.2591   Upper   A1 ^ -> Y v    g131018
0.6132   0.6120   0.2944   Upper   B1 ^ -> Y v    g131008
0.6266   0.6120   0.3181   Upper   A1 ^ -> Y v    g131008
0.6132   0.6120   0.2875   Upper   B1 ^ -> Y v    g130993
0.6266   0.6120   0.3115   Upper   A1 ^ -> Y v    g130993
0.6132   0.6120   0.2405   Upper   B1 ^ -> Y v    g130978
0.6266   0.6120   0.2667   Upper   A1 ^ -> Y v    g130978
0.6130   0.6120   0.2229   Upper   B1 ^ -> Y v    g130964
0.6265   0.6120   0.2507   Upper   A1 ^ -> Y v    g130964
0.6132   0.6120   0.2665   Upper   B1 ^ -> Y v    g130950
0.6266   0.6120   0.2911   Upper   A1 ^ -> Y v    g130950
0.6132   0.6120   0.2661   Upper   B1 ^ -> Y v    g130936
0.6266   0.6120   0.2908   Upper   A1 ^ -> Y v    g130936
0.6132   0.6120   0.2890   Upper   B1 ^ -> Y v    g130921
0.6266   0.6120   0.3130   Upper   A1 ^ -> Y v    g130921
0.6132   0.6120   0.2689   Upper   B1 ^ -> Y v    g130907
0.6266   0.6120   0.2935   Upper   A1 ^ -> Y v    g130907
0.6131   0.6120   0.2310   Upper   B1 ^ -> Y v    g130885
0.6266   0.6120   0.2580   Upper   A1 ^ -> Y v    g130885
0.6130   0.6120   0.2225   Upper   B1 ^ -> Y v    g130872
0.6265   0.6120   0.2503   Upper   A1 ^ -> Y v    g130872
0.6131   0.6120   0.2800   Upper   B1 ^ -> Y v    g130860
0.6265   0.6120   0.3043   Upper   A1 ^ -> Y v    g130860
0.6131   0.6120   0.2623   Upper   B1 ^ -> Y v    g130848
0.6265   0.6120   0.2871   Upper   A1 ^ -> Y v    g130848
0.6130   0.6120   0.2049   Upper   B1 ^ -> Y v    g130830
0.6264   0.6120   0.2355   Upper   A1 ^ -> Y v    g130830
0.6131   0.6120   0.2240   Upper   B1 ^ -> Y v    g130818
0.6265   0.6120   0.2517   Upper   A1 ^ -> Y v    g130818
0.6130   0.6120   0.2444   Upper   B1 ^ -> Y v    g130805
0.6265   0.6120   0.2704   Upper   A1 ^ -> Y v    g130805
0.6132   0.6120   0.2849   Upper   B1 ^ -> Y v    g130791
0.6266   0.6120   0.3090   Upper   A1 ^ -> Y v    g130791
0.7007   0.6120   0.2549   Upper   B0 ^ -> Y v    g130307__2802
0.7006   0.6120   0.2874   Upper   B0 ^ -> Y v    g130308__1705
0.7007   0.6120   0.3390   Upper   B0 ^ -> Y v    g130788
0.6925   0.6120   0.3547   Upper   A0 ^ -> Y v    g130788
0.7006   0.6120   0.2965   Upper   B0 ^ -> Y v    g130780
0.6925   0.6120   0.3140   Upper   A0 ^ -> Y v    g130780
0.7006   0.6120   0.2452   Upper   B0 ^ -> Y v    g130782
0.6925   0.6120   0.2622   Upper   A0 ^ -> Y v    g130782
0.7939   0.6120   0.3086   Upper   B1 v -> Y ^    g130786
0.7006   0.6120   0.2641   Upper   B0 ^ -> Y v    g130786
0.6925   0.6120   0.2809   Upper   A0 ^ -> Y v    g130786
0.7006   0.6120   0.2496   Upper   B0 ^ -> Y v    g130309__5122
0.7007   0.6120   0.3533   Upper   B0 ^ -> Y v    g130789
0.6925   0.6120   0.3683   Upper   A0 ^ -> Y v    g130789
0.7006   0.6120   0.2621   Upper   B0 ^ -> Y v    g130319__9945
0.7006   0.6120   0.2346   Upper   B0 ^ -> Y v    g130781
0.6925   0.6120   0.2521   Upper   A0 ^ -> Y v    g130781
0.6309   0.6120   0.2790   Upper   B1 ^ -> Y v    g130318__9315
0.7006   0.6120   0.2517   Upper   B0 ^ -> Y v    g130318__9315
0.7006   0.6120   0.2792   Upper   B0 ^ -> Y v    g130320__2883
0.7006   0.6120   0.4265   Upper   B0 ^ -> Y v    g130778
0.6925   0.6120   0.4408   Upper   A0 ^ -> Y v    g130778
0.7007   0.6120   0.2644   Upper   B0 ^ -> Y v    g130777
0.6925   0.6120   0.2812   Upper   A0 ^ -> Y v    g130777
0.7006   0.6120   0.2540   Upper   B0 ^ -> Y v    g130310__8246
0.7006   0.6120   0.2817   Upper   B0 ^ -> Y v    g130311__7098
0.7006   0.6120   0.2673   Upper   B0 ^ -> Y v    g130315__7482
0.8278   0.6120   0.3250   Upper   B1 v -> Y ^    g130314__5115
0.7006   0.6120   0.2723   Upper   B0 ^ -> Y v    g130314__5115
0.8215   0.6120   0.3107   Upper   B1 v -> Y ^    g130316__4733
0.7006   0.6120   0.2602   Upper   B0 ^ -> Y v    g130316__4733
0.7006   0.6120   0.2539   Upper   B0 ^ -> Y v    g130317__6161
0.7006   0.6120   0.2461   Upper   B0 ^ -> Y v    g130784
0.6925   0.6120   0.2631   Upper   A0 ^ -> Y v    g130784
0.7006   0.6120   0.2600   Upper   B0 ^ -> Y v    g130312__6131
0.8024   0.6120   0.3078   Upper   B1 v -> Y ^    g130313__1881
0.7006   0.6120   0.2616   Upper   B0 ^ -> Y v    g130313__1881
0.7006   0.6120   0.2720   Upper   B0 ^ -> Y v    g130783
0.6925   0.6120   0.2890   Upper   A0 ^ -> Y v    g130783
0.6925   0.6120   0.1837   Upper   B0 ^ -> Y ^    g130840
0.6925   0.6120   0.1282   Upper   B0 ^ -> Y ^    g131128
0.6925   0.6120   0.1269   Upper   B0 ^ -> Y ^    g130913
0.6925   0.6120   0.1130   Upper   B0 ^ -> Y ^    g131114
0.6925   0.6120   0.1299   Upper   B0 ^ -> Y ^    g131100
0.6925   0.6120   0.1265   Upper   B0 ^ -> Y ^    g130956
0.6925   0.6120   0.1536   Upper   B0 ^ -> Y ^    g130999
0.6925   0.6120   0.1179   Upper   B0 ^ -> Y ^    g130971
0.6925   0.6120   0.1231   Upper   B0 ^ -> Y ^    g131058
0.7006   0.6120   0.3110   Upper   B0 ^ -> Y v    g130779
0.6925   0.6120   0.3279   Upper   A0 ^ -> Y v    g130779
0.7006   0.6120   0.2326   Upper   B0 ^ -> Y v    g130785
0.6925   0.6120   0.2504   Upper   A0 ^ -> Y v    g130785
0.7006   0.6120   0.3265   Upper   B0 ^ -> Y v    g130787
0.6925   0.6120   0.3428   Upper   A0 ^ -> Y v    g130787
0.0077   0.0168   0.6387   Lower   A1 v -> Y ^    g75617__7098
0.6183   0.6120   0.4343   Upper   A0 ^ -> Y v    g75617__7098
0.0079   0.0168   0.5562   Lower   A1 v -> Y ^    g75616__8246
0.6183   0.6120   0.3955   Upper   A0 ^ -> Y v    g75616__8246
0.0086   0.0168   0.4202   Lower   A1 v -> Y ^    g75613__2802
0.6183   0.6120   0.3360   Upper   A0 ^ -> Y v    g75613__2802
0.0090   0.0168   0.7069   Lower   A1 v -> Y ^    g75612__1617
0.6183   0.6120   0.4669   Upper   A0 ^ -> Y v    g75612__1617
0.6149   0.6120   0.1903   Upper   A v -> Y ^    g133294
0.6149   0.6120   0.2076   Upper   A v -> Y ^    g133306
0.6149   0.6120   0.1959   Upper   A v -> Y ^    g133208
0.6149   0.6120   0.2175   Upper   A v -> Y ^    g133188
0.6149   0.6120   0.2051   Upper   A v -> Y ^    g133218
0.6149   0.6120   0.2078   Upper   A v -> Y ^    g133185
0.6730   0.6120   0.2341   Upper   A1 v -> Y ^    g75680__2802
0.6925   0.6120   0.1881   Upper   B0 ^ -> Y v    g130306__1617
0.6423   0.6120   0.1980   Upper   A0 ^ -> Y v    g130306__1617
0.6424   0.6120   0.1958   Upper   B0 ^ -> Y v    g130305__3680
0.6423   0.6120   0.1888   Upper   B0 ^ -> Y v    g130304__6783
0.6423   0.6120   0.1749   Upper   B0 ^ -> Y v    g130303__5526
0.6424   0.6120   0.1973   Upper   B0 ^ -> Y v    g130302__8428
0.6925   0.6120   0.2264   Upper   B0 ^ -> Y v    g130301__4319
0.6424   0.6120   0.2357   Upper   A0 ^ -> Y v    g130301__4319
0.6423   0.6120   0.1876   Upper   B0 ^ -> Y v    g130300__6260
0.6424   0.6120   0.2170   Upper   B0 ^ -> Y v    g130299__5107
0.6423   0.6120   0.1768   Upper   B0 ^ -> Y v    g130298__2398
0.6424   0.6120   0.1821   Upper   B0 ^ -> Y v    g130297__5477
0.6925   0.6120   0.2009   Upper   B0 ^ -> Y v    g130296__6417
0.6423   0.6120   0.2102   Upper   A0 ^ -> Y v    g130296__6417
0.6421   0.6120   0.1845   Upper   B0 ^ -> Y v    g130295__7410
0.6925   0.6120   0.1886   Upper   B0 ^ -> Y v    g130294__1666
0.6423   0.6120   0.1985   Upper   A0 ^ -> Y v    g130294__1666
0.6925   0.6120   0.2018   Upper   B0 ^ -> Y v    g130293__2346
0.6421   0.6120   0.2109   Upper   A0 ^ -> Y v    g130293__2346
0.6149   0.6120   0.1911   Upper   A v -> Y ^    g133184
0.6149   0.6120   0.1945   Upper   A v -> Y ^    g133288
0.6149   0.6120   0.2106   Upper   A v -> Y ^    g133297
0.6149   0.6120   0.1893   Upper   A v -> Y ^    g133298
0.6149   0.6120   0.1898   Upper   A v -> Y ^    g133286
0.6149   0.6120   0.2052   Upper   A v -> Y ^    g133196
0.6149   0.6120   0.1930   Upper   A v -> Y ^    g133189
0.6149   0.6120   0.1886   Upper   A v -> Y ^    g133209
0.6149   0.6120   0.2054   Upper   A v -> Y ^    g133198
0.8040   0.6120   0.2612   Upper   A0 v -> Y ^    g132852
0.8067   0.6120   0.2743   Upper   B0 v -> Y ^    g75611__3680
0.6143   0.6120   0.2570   Upper   A0 v -> Y ^    g75611__3680
0.0092   0.0168   0.0786   Lower   A0 v -> Y ^    g75647__1705
0.7255   0.6120   0.2113   Upper   B0 v -> Y ^    g75627__9945
0.6149   0.6120   0.1924   Upper   A v -> Y ^    g133289
0.6149   0.6120   0.1852   Upper   A v -> Y ^    g133295
0.6149   0.6120   0.1968   Upper   A v -> Y ^    g133299
0.6149   0.6120   0.1881   Upper   A v -> Y ^    g133302
0.6149   0.6120   0.1883   Upper   A v -> Y ^    g133283
0.6149   0.6120   0.2004   Upper   A v -> Y ^    g133193
0.6149   0.6120   0.1947   Upper   A v -> Y ^    g133191
0.7289   0.6120   0.3158   Upper   B0 v -> Y ^    g129956__1617
0.7687   0.6120   0.5262   Upper   A1 v -> Y ^    g129956__1617
0.6859   0.6120   0.5067   Upper   A0 v -> Y ^    g129956__1617
0.7289   0.6120   0.3115   Upper   B0 v -> Y ^    g129957__2802
0.6699   0.6120   0.5025   Upper   A1 v -> Y ^    g129957__2802
0.8642   0.6120   0.6076   Upper   D v -> Y ^    g129989__2398
0.8250   0.6120   0.5876   Upper   B v -> Y ^    g129989__2398
0.6256   0.6120   0.3363   Upper   AN v -> Y v    g130032__1881
0.7290   0.6120   0.3857   Upper   B0 v -> Y ^    g129969__9945
0.7553   0.6120   0.7600   Upper   A1 v -> Y ^    g129969__9945
0.6620   0.6120   0.7533   Upper   A0 v -> Y ^    g129969__9945
0.7289   0.6120   0.3526   Upper   B0 v -> Y ^    g129959__5122
0.6663   0.6120   0.6330   Upper   A1 v -> Y ^    g129959__5122
0.6375   0.6120   0.6262   Upper   A0 v -> Y ^    g129959__5122
0.6678   0.6120   0.2394   Upper   AN v -> Y v    g130019__6260
0.7289   0.6120   0.3059   Upper   B0 v -> Y ^    g129954__6783
0.6756   0.6120   0.7513   Upper   D v -> Y ^    g129991__6260
0.8293   0.6120   0.7553   Upper   B v -> Y ^    g129991__6260
0.9710   0.6120   0.5826   Upper   D v -> Y ^    g129990__5107
0.9530   0.6120   0.5770   Upper   C v -> Y ^    g129990__5107
0.7288   0.6120   0.3189   Upper   B0 v -> Y ^    g129931__7410
0.6359   0.6120   0.5347   Upper   A2 v -> Y ^    g129931__7410
0.7287   0.6120   0.3570   Upper   B0 v -> Y ^    g129955__3680
0.7065   0.6120   0.6519   Upper   A1 v -> Y ^    g129955__3680
0.7287   0.6120   0.3565   Upper   B0 v -> Y ^    g129953__5526
0.7456   0.6120   0.6530   Upper   A1 v -> Y ^    g129953__5526
0.6290   0.6120   0.6406   Upper   A0 v -> Y ^    g129953__5526
0.7287   0.6120   0.3461   Upper   B0 v -> Y ^    g129972__1666
0.6554   0.6120   0.6039   Upper   A0 v -> Y ^    g129972__1666
0.7286   0.6120   0.3474   Upper   B0 v -> Y ^    g129936__6260
0.6832   0.6120   0.6162   Upper   A1 v -> Y ^    g129936__6260
0.7286   0.6120   0.3485   Upper   B0 v -> Y ^    g129937__4319
0.6571   0.6120   0.6183   Upper   A1 v -> Y ^    g129937__4319
0.7286   0.6120   0.3620   Upper   B0 v -> Y ^    g129935__5107
0.7286   0.6120   0.3579   Upper   B0 v -> Y ^    g129934__2398
0.8040   0.6120   0.2562   Upper   A0 v -> Y ^    g132830
0.8067   0.6120   0.3512   Upper   B0 v -> Y ^    g75594__9945
0.8067   0.6120   0.3773   Upper   B0 v -> Y ^    g75595__2883
0.6149   0.6120   0.1990   Upper   A v -> Y ^    g133287
0.6149   0.6120   0.1946   Upper   A v -> Y ^    g133291
0.6149   0.6120   0.1974   Upper   A v -> Y ^    g133296
0.6149   0.6120   0.1969   Upper   A v -> Y ^    g133300
0.6149   0.6120   0.2200   Upper   A v -> Y ^    g133202
0.6149   0.6120   0.1969   Upper   A v -> Y ^    g133305
0.6149   0.6120   0.1966   Upper   A v -> Y ^    g133205
0.6149   0.6120   0.1995   Upper   A v -> Y ^    g133307
0.7290   0.6120   0.3216   Upper   B0 v -> Y ^    g129970__2883
0.8018   0.6120   0.5340   Upper   A0 v -> Y ^    g129970__2883
0.7290   0.6120   0.2495   Upper   B0 v -> Y ^    g129960__8246
0.7930   0.6120   0.3618   Upper   A0 v -> Y ^    g129960__8246
0.7290   0.6120   0.3231   Upper   B0 v -> Y ^    g129971__2346
0.8239   0.6120   0.5405   Upper   A0 v -> Y ^    g129971__2346
0.7290   0.6120   0.3408   Upper   B0 v -> Y ^    g129962__6131
0.7757   0.6120   0.6006   Upper   A1 v -> Y ^    g129962__6131
0.7550   0.6120   0.5915   Upper   A0 v -> Y ^    g129962__6131
0.7290   0.6120   0.2817   Upper   B0 v -> Y ^    g129966__4733
0.6315   0.6120   0.4377   Upper   A2 v -> Y ^    g129966__4733
0.9456   0.6120   0.4689   Upper   A1 v -> Y ^    g129966__4733
0.8879   0.6120   0.4414   Upper   A0 v -> Y ^    g129966__4733
0.7290   0.6120   0.3250   Upper   B0 v -> Y ^    g129961__7098
0.6344   0.6120   0.5380   Upper   A1 v -> Y ^    g129961__7098
0.7290   0.6120   0.2962   Upper   B0 v -> Y ^    g129958__1705
0.7290   0.6120   0.2873   Upper   B0 v -> Y ^    g129963__1881
0.8281   0.6120   0.4627   Upper   A1 v -> Y ^    g129963__1881
0.9369   0.6120   0.4590   Upper   A0 v -> Y ^    g129963__1881
0.7290   0.6120   0.3758   Upper   B0 v -> Y ^    g129967__6161
0.7367   0.6120   0.7181   Upper   A0 v -> Y ^    g129967__6161
0.7290   0.6120   0.2928   Upper   B0 v -> Y ^    g129968__9315
0.9435   0.6120   0.4946   Upper   A1 v -> Y ^    g129968__9315
0.8616   0.6120   0.4650   Upper   A0 v -> Y ^    g129968__9315
0.7290   0.6120   0.3033   Upper   B0 v -> Y ^    g129965__7482
0.9159   0.6120   0.4952   Upper   A0 v -> Y ^    g129965__7482
0.7290   0.6120   0.3210   Upper   B0 v -> Y ^    g129964__5115
0.7176   0.6120   0.5349   Upper   A1 v -> Y ^    g129964__5115
0.7598   0.6120   0.5285   Upper   A0 v -> Y ^    g129964__5115
0.7286   0.6120   0.2964   Upper   B0 v -> Y ^    g129933__5477
0.6968   0.6120   0.4540   Upper   A0 v -> Y ^    g129933__5477
0.7286   0.6120   0.3104   Upper   B0 v -> Y ^    g129932__6417
0.7502   0.6120   0.1898   Upper   A1 ^ -> Y v    g129922__5115
0.8040   0.6120   0.3059   Upper   A0 v -> Y ^    g132831
0.8067   0.6120   0.2872   Upper   B0 v -> Y ^    g75596__2346
0.8067   0.6120   0.2185   Upper   B0 v -> Y ^    g75597__1666
0.8067   0.6120   0.2101   Upper   B0 v -> Y ^    g75599__6417
0.6425   0.6120   0.0972   Upper   D v -> Y v    g129993__8428
0.7378   0.6120   0.1195   Upper   D v -> Y v    g130045__2398
0.6480   0.6120   0.1193   Upper   A v -> Y v    g130045__2398
0.8612   0.6120   0.1102   Upper   B v -> Y v    g130036__6161
0.7285   0.6120   0.1055   Upper   A v -> Y v    g130036__6161
0.6537   0.6120   0.1154   Upper   C v -> Y v    g130002__7098
0.9400   0.6120   0.1443   Upper   A v -> Y v    g130038__9945
0.8070   0.6120   0.1000   Upper   D v -> Y v    g130035__4733
0.6672   0.6120   0.0996   Upper   D v -> Y v    g130037__9315
0.6715   0.6120   0.1015   Upper   A v -> Y v    g130037__9315
0.9434   0.6120   0.1041   Upper   D v -> Y v    g130039__2883
0.8110   0.6120   0.1032   Upper   A v -> Y v    g130039__2883
0.7035   0.6120   0.1056   Upper   C v -> Y v    g129994__5526
0.6246   0.6120   0.1095   Upper   C v -> Y v    g129996__3680
0.8788   0.6120   0.1054   Upper   A v -> Y v    g130044__5477
0.8092   0.6120   0.1163   Upper   D v -> Y v    g130040__2346
0.8973   0.6120   0.1237   Upper   A v -> Y v    g130040__2346
0.6624   0.6120   0.1050   Upper   D v -> Y v    g130043__6417
0.6917   0.6120   0.1082   Upper   A v -> Y v    g130043__6417
0.7186   0.6120   0.1022   Upper   C v -> Y v    g130001__8246
0.8577   0.6120   0.1089   Upper   D v -> Y v    g130042__7410
0.8812   0.6120   0.1134   Upper   A v -> Y v    g130042__7410
0.7928   0.6120   0.1158   Upper   D v -> Y v    g130041__1666
0.7705   0.6120   0.1187   Upper   A v -> Y v    g130041__1666
0.6524   0.6120   0.1046   Upper   D v -> Y v    g130000__5122
0.6149   0.6120   0.1932   Upper   A v -> Y ^    g133290
0.6149   0.6120   0.1960   Upper   A v -> Y ^    g133292
0.6149   0.6120   0.1856   Upper   A v -> Y ^    g133301
0.6149   0.6120   0.1904   Upper   A v -> Y ^    g133308
0.6149   0.6120   0.1987   Upper   A v -> Y ^    g133203
0.6149   0.6120   0.1947   Upper   A v -> Y ^    g133304
0.8067   0.6120   0.2217   Upper   B0 v -> Y ^    g75598__7410
0.6149   0.6120   0.1998   Upper   A v -> Y ^    g133293
0.6149   0.6120   0.1911   Upper   A v -> Y ^    g133309
0.6149   0.6120   0.2190   Upper   A v -> Y ^    g133204
0.8040   0.6120   0.2688   Upper   A0 v -> Y ^    g132832
0.8040   0.6120   0.2990   Upper   A0 v -> Y ^    g132833
0.8067   0.6120   0.3388   Upper   B0 v -> Y ^    g75610__6783
0.6143   0.6120   0.3366   Upper   A0 v -> Y ^    g75610__6783
0.8040   0.6120   0.2817   Upper   A0 v -> Y ^    g132834
0.8067   0.6120   0.2040   Upper   B0 v -> Y ^    g75572__3680
0.8040   0.6120   0.2704   Upper   A0 v -> Y ^    g132835
0.8067   0.6120   0.1997   Upper   B0 v -> Y ^    g75573__1617
0.8040   0.6120   0.2607   Upper   A0 v -> Y ^    g132836
0.8040   0.6120   0.2721   Upper   A0 v -> Y ^    g132847
0.8067   0.6120   0.2034   Upper   B0 v -> Y ^    g75574__2802
0.8067   0.6120   0.3373   Upper   B0 v -> Y ^    g75576__5122
0.8067   0.6120   0.2107   Upper   B0 v -> Y ^    g75575__1705
0.8040   0.6120   0.2655   Upper   A0 v -> Y ^    g132837
0.8067   0.6120   0.2316   Upper   B0 v -> Y ^    g75577__8246
0.8040   0.6120   0.2693   Upper   A0 v -> Y ^    g132838
0.8067   0.6120   0.2273   Upper   B0 v -> Y ^    g75578__7098
0.8067   0.6120   0.2278   Upper   B0 v -> Y ^    g75579__6131
0.7223   0.6120   0.3217   Upper   A1 v -> Y ^    g129842__6260
0.8039   0.6120   0.2581   Upper   A0 v -> Y ^    g132824
0.8039   0.6120   0.2741   Upper   A0 v -> Y ^    g132839
0.8039   0.6120   0.2658   Upper   A0 v -> Y ^    g132840
0.8067   0.6120   0.2365   Upper   A v -> Y ^    g129841__5107
0.8067   0.6120   0.2421   Upper   A v -> Y ^    g129840__2398
0.9464   0.6120   0.2600   Upper   A1 ^ -> Y v    g129917__5122
0.8039   0.6120   0.2557   Upper   A0 v -> Y ^    g132827
0.8067   0.6120   0.2088   Upper   B0 v -> Y ^    g75580__1881
0.8067   0.6120   0.2163   Upper   B0 v -> Y ^    g75571__6783
0.8039   0.6120   0.2733   Upper   A0 v -> Y ^    g132842
0.8039   0.6120   0.2588   Upper   A0 v -> Y ^    g132841
0.8067   0.6120   0.2086   Upper   B0 v -> Y ^    g75581__5115
0.8067   0.6120   0.2087   Upper   B0 v -> Y ^    g75605__8428
0.8067   0.6120   0.1961   Upper   B0 v -> Y ^    g75591__4733
0.7251   0.6120   0.2125   Upper   A1 ^ -> Y v    g129916__1705
0.8039   0.6120   0.2561   Upper   A0 v -> Y ^    g132872
0.8039   0.6120   0.2692   Upper   A0 v -> Y ^    g132843
0.8067   0.6120   0.1945   Upper   B0 v -> Y ^    g75592__6161
0.8039   0.6120   0.2611   Upper   A0 v -> Y ^    g132844
0.8067   0.6120   0.1982   Upper   B0 v -> Y ^    g75593__9315
0.8040   0.6120   0.2606   Upper   A0 v -> Y ^    g132870
0.8040   0.6120   0.2702   Upper   A0 v -> Y ^    g132823
0.8040   0.6120   0.2596   Upper   A0 v -> Y ^    g132869
0.8067   0.6120   0.2389   Upper   A v -> Y ^    g75609__5526
0.8040   0.6120   0.2822   Upper   A0 v -> Y ^    g132874
0.8040   0.6120   0.2704   Upper   A0 v -> Y ^    g132845
0.8040   0.6120   0.2305   Upper   A0 v -> Y ^    g132873
